slice_id,normalized_context_key,budget_ms,solver_config,target_update_region_proxy,target_update_param_vector,target_edge_congestion_delta_total,target_edge_flow_delta_total,target_should_fallback_proxy,target_static_recovery_opportunity_proxy,evidence_strength,label_source,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g532_slice_000034,maze-32-32-4|a50|s157|it0|99931f79f943,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,3782,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000035,maze-32-32-4|a50|s157|it0|99931f79f943,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,4189,2624,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000036,maze-32-32-4|a50|s158|it0|bf29c62f61ce,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,3735.25,2178,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000037,maze-32-32-4|a50|s158|it0|bf29c62f61ce,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,3249,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000038,maze-32-32-4|a50|s158|it0|bf29c62f61ce,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,3572.25,2178,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000039,maze-32-32-4|a50|s159|it0|0b33b13493f2,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,4251.75,2466,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000040,maze-32-32-4|a50|s159|it0|0b33b13493f2,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,3701,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000041,maze-32-32-4|a50|s159|it0|0b33b13493f2,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,4064.5,2466,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000042,maze-32-32-4|a100|s146|it0|bfeb4486b006,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,10135.25,4566,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000043,maze-32-32-4|a100|s146|it0|bfeb4486b006,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,9229,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000044,maze-32-32-4|a100|s146|it0|bfeb4486b006,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,9434.75,4566,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000045,maze-32-32-4|a100|s147|it0|6c2c81f76d8b,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,9052,4549,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000046,maze-32-32-4|a100|s147|it0|6c2c81f76d8b,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,8070,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000047,maze-32-32-4|a100|s147|it0|6c2c81f76d8b,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,8534.25,4549,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000048,maze-32-32-4|a100|s148|it0|e31511f982d3,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,11477.5,5003,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000049,maze-32-32-4|a100|s148|it0|e31511f982d3,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,10516,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000050,maze-32-32-4|a100|s148|it0|e31511f982d3,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,10643.75,5003,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000051,maze-32-32-4|a100|s149|it0|764af1a5b02f,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,10355.75,4707,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000052,maze-32-32-4|a100|s149|it0|764af1a5b02f,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,9397,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000053,maze-32-32-4|a100|s149|it0|764af1a5b02f,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,9660.5,4707,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000054,maze-32-32-4|a100|s150|it0|904f9c178bee,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,10194.75,4601,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000055,maze-32-32-4|a100|s150|it0|904f9c178bee,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,9307,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000056,maze-32-32-4|a100|s150|it0|904f9c178bee,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,9475.25,4601,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000057,maze-32-32-4|a100|s151|it0|d2af70f38a48,1000,static_flow_shield,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,8637.25,4395,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000058,maze-32-32-4|a100|s151|it0|d2af70f38a48,1000,additive_ltm,real_trace_dual_channel_update,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,7699,0,True,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
g532_slice_000059,maze-32-32-4|a100|s151|it0|d2af70f38a48,1000,old14_representative,real_trace_dual_channel_update,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.5|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.5|alpha_cong_wait_nonprogress=0.5|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,8144,4395,False,False,real_trace_observed_update,phase1a_batch_checkpoint_export,real_solver_trace,False,False,False,False,False
